,substrate-nodes-id,degree-in,normalized-degree-in,degree-out,normalized-degree-out,betweenness-centrality,normalized-betweenness_centrality,normalized-closeness-centrality,vitality,subtrate-topology
0,34799,3,0.030303030303030304,3,0.030303030303030304,120.86500215470807,0.012457740894115447,0.12073170731707317,1608,grid
1,34798,2,0.020202020202020204,2,0.020202020202020204,8.871478847949435,0.0009143969127962723,0.11,1800,grid
2,34802,3,0.030303030303030304,3,0.030303030303030304,182.12423507864688,0.018771823858858675,0.13026315789473683,1464,grid
3,34805,3,0.030303030303030304,3,0.030303030303030304,215.08916002298352,0.022169569163366678,0.1375,1368,grid
4,34808,3,0.030303030303030304,3,0.030303030303030304,229.60964770523594,0.023666218068979172,0.14142857142857143,1320,grid
5,34811,3,0.030303030303030304,3,0.030303030303030304,229.60964770523597,0.023666218068979176,0.14142857142857143,1320,grid
6,34814,3,0.030303030303030304,3,0.030303030303030304,215.08916002298358,0.022169569163366685,0.1375,1368,grid
7,34817,3,0.030303030303030304,3,0.030303030303030304,182.12423507864682,0.018771823858858668,0.13026315789473683,1464,grid
8,34820,3,0.030303030303030304,3,0.030303030303030304,120.86500215470804,0.012457740894115443,0.12073170731707317,1608,grid
9,34823,2,0.020202020202020204,2,0.020202020202020204,8.871478847949435,0.0009143969127962723,0.11,1800,grid
10,34826,3,0.030303030303030304,3,0.030303030303030304,120.86500215470805,0.012457740894115445,0.12073170731707317,1608,grid
11,34829,4,0.04040404040404041,4,0.04040404040404041,346.271572218631,0.0356907413129902,0.13378378378378378,1416,grid
12,34834,4,0.04040404040404041,4,0.04040404040404041,492.0385351576529,0.05071516544605781,0.14558823529411766,1272,grid
13,34839,4,0.04040404040404041,4,0.04040404040404041,579.8192253824604,0.059762855636204947,0.1546875,1176,grid
14,34844,4,0.04040404040404041,4,0.04040404040404041,621.124712705595,0.0640202754798593,0.1596774193548387,1128,grid
15,34849,4,0.04040404040404041,4,0.04040404040404041,621.124712705595,0.0640202754798593,0.1596774193548387,1128,grid
16,34854,4,0.04040404040404041,4,0.04040404040404041,579.8192253824604,0.059762855636204947,0.1546875,1176,grid
17,34859,4,0.04040404040404041,4,0.04040404040404041,492.0385351576529,0.05071516544605781,0.14558823529411766,1272,grid
