,substrate-nodes-id,degree-in,normalized-degree-in,degree-out,normalized-degree-out,betweenness-centrality,normalized-betweenness_centrality,normalized-closeness-centrality,vitality,subtrate-topology
17,61,4,0.04040404040404041,4,0.04040404040404041,492.0385351576529,0.05071516544605781,0.14558823529411766,1272,grid
18,66,4,0.04040404040404041,4,0.04040404040404041,346.27157221863104,0.03569074131299021,0.13378378378378378,1416,grid
19,71,3,0.030303030303030304,3,0.030303030303030304,120.86500215470802,0.012457740894115442,0.12073170731707317,1608,grid
20,76,3,0.030303030303030304,3,0.030303030303030304,182.12423507864682,0.018771823858858668,0.13026315789473683,1464,grid
21,79,4,0.04040404040404041,4,0.04040404040404041,492.03853515765286,0.05071516544605781,0.14558823529411766,1272,grid
22,84,4,0.04040404040404041,4,0.04040404040404041,712.0366551748906,0.07339070863480629,0.1596774193548387,1128,grid
23,89,4,0.04040404040404041,4,0.04040404040404041,853.3593298858003,0.0879570531731396,0.1706896551724138,1032,grid
24,94,4,0.04040404040404041,4,0.04040404040404041,922.453149464914,0.09507865898422119,0.1767857142857143,984,grid
25,99,4,0.04040404040404041,4,0.04040404040404041,922.4531494649138,0.09507865898422117,0.1767857142857143,984,grid
26,104,4,0.04040404040404041,4,0.04040404040404041,853.3593298858005,0.08795705317313961,0.1706896551724138,1032,grid
27,109,4,0.04040404040404041,4,0.04040404040404041,712.0366551748905,0.07339070863480628,0.1596774193548387,1128,grid
28,114,4,0.04040404040404041,4,0.04040404040404041,492.0385351576528,0.0507151654460578,0.14558823529411766,1272,grid
29,119,3,0.030303030303030304,3,0.030303030303030304,182.12423507864682,0.018771823858858668,0.13026315789473683,1464,grid
30,124,3,0.030303030303030304,3,0.030303030303030304,215.08916002298352,0.022169569163366678,0.1375,1368,grid
31,127,4,0.04040404040404041,4,0.04040404040404041,579.8192253824607,0.059762855636204974,0.1546875,1176,grid
32,132,4,0.04040404040404041,4,0.04040404040404041,853.3593298858003,0.0879570531731396,0.1706896551724138,1032,grid
33,137,4,0.04040404040404041,4,0.04040404040404041,1036.3341054370462,0.10681654354123336,0.18333333333333332,936,grid
34,142,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764703,0.11627014442140489,0.19038461538461537,888,grid
35,147,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764703,0.11627014442140489,0.19038461538461537,888,grid
36,152,4,0.04040404040404041,4,0.04040404040404041,1036.334105437046,0.10681654354123335,0.18333333333333332,936,grid
37,157,4,0.04040404040404041,4,0.04040404040404041,853.3593298858003,0.0879570531731396,0.1706896551724138,1032,grid
38,162,4,0.04040404040404041,4,0.04040404040404041,579.8192253824608,0.05976285563620498,0.1546875,1176,grid
39,167,3,0.030303030303030304,3,0.030303030303030304,215.0891600229835,0.022169569163366674,0.1375,1368,grid
40,172,3,0.030303030303030304,3,0.030303030303030304,229.60964770523594,0.023666218068979172,0.14142857142857143,1320,grid
41,175,4,0.04040404040404041,4,0.04040404040404041,621.1247127055952,0.06402027547985933,0.1596774193548387,1128,grid
42,180,4,0.04040404040404041,4,0.04040404040404041,922.4531494649142,0.0950786589842212,0.1767857142857143,984,grid
43,185,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764705,0.11627014442140492,0.19038461538461537,888,grid
44,190,4,0.04040404040404041,4,0.04040404040404041,1232.4143108525461,0.12702683063827522,0.198,840,grid
45,195,4,0.04040404040404041,4,0.04040404040404041,1232.4143108525464,0.12702683063827522,0.198,840,grid
46,200,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764703,0.11627014442140489,0.19038461538461537,888,grid
47,205,4,0.04040404040404041,4,0.04040404040404041,922.4531494649141,0.09507865898422119,0.1767857142857143,984,grid
48,210,4,0.04040404040404041,4,0.04040404040404041,621.1247127055951,0.06402027547985932,0.1596774193548387,1128,grid
49,215,3,0.030303030303030304,3,0.030303030303030304,229.60964770523594,0.023666218068979172,0.14142857142857143,1320,grid
50,220,3,0.030303030303030304,3,0.030303030303030304,229.60964770523594,0.023666218068979172,0.14142857142857143,1320,grid
51,223,4,0.04040404040404041,4,0.04040404040404041,621.124712705595,0.0640202754798593,0.1596774193548387,1128,grid
52,228,4,0.04040404040404041,4,0.04040404040404041,922.4531494649142,0.0950786589842212,0.1767857142857143,984,grid
53,233,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764708,0.11627014442140493,0.19038461538461537,888,grid
54,238,4,0.04040404040404041,4,0.04040404040404041,1232.4143108525457,0.12702683063827516,0.198,840,grid
55,243,4,0.04040404040404041,4,0.04040404040404041,1232.4143108525457,0.12702683063827516,0.198,840,grid
56,248,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764708,0.11627014442140493,0.19038461538461537,888,grid
57,253,4,0.04040404040404041,4,0.04040404040404041,922.4531494649142,0.0950786589842212,0.1767857142857143,984,grid
58,258,4,0.04040404040404041,4,0.04040404040404041,621.1247127055951,0.06402027547985932,0.1596774193548387,1128,grid
59,263,3,0.030303030303030304,3,0.030303030303030304,229.60964770523591,0.02366621806897917,0.14142857142857143,1320,grid
60,268,3,0.030303030303030304,3,0.030303030303030304,215.0891600229835,0.022169569163366674,0.1375,1368,grid
61,271,4,0.04040404040404041,4,0.04040404040404041,579.8192253824604,0.059762855636204947,0.1546875,1176,grid
62,276,4,0.04040404040404041,4,0.04040404040404041,853.3593298858007,0.08795705317313962,0.1706896551724138,1032,grid
63,281,4,0.04040404040404041,4,0.04040404040404041,1036.3341054370464,0.10681654354123339,0.18333333333333332,936,grid
64,286,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764703,0.11627014442140489,0.19038461538461537,888,grid
65,291,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764708,0.11627014442140493,0.19038461538461537,888,grid
66,296,4,0.04040404040404041,4,0.04040404040404041,1036.3341054370464,0.10681654354123339,0.18333333333333332,936,grid
67,301,4,0.04040404040404041,4,0.04040404040404041,853.3593298858005,0.08795705317313961,0.1706896551724138,1032,grid
68,306,4,0.04040404040404041,4,0.04040404040404041,579.8192253824604,0.059762855636204947,0.1546875,1176,grid
69,311,3,0.030303030303030304,3,0.030303030303030304,215.0891600229835,0.022169569163366674,0.1375,1368,grid
70,316,3,0.030303030303030304,3,0.030303030303030304,182.12423507864685,0.01877182385885867,0.13026315789473683,1464,grid
71,319,4,0.04040404040404041,4,0.04040404040404041,492.03853515765263,0.05071516544605778,0.14558823529411766,1272,grid
72,324,4,0.04040404040404041,4,0.04040404040404041,712.0366551748907,0.07339070863480629,0.1596774193548387,1128,grid
73,329,4,0.04040404040404041,4,0.04040404040404041,853.3593298858005,0.08795705317313961,0.1706896551724138,1032,grid
74,334,4,0.04040404040404041,4,0.04040404040404041,922.4531494649142,0.0950786589842212,0.1767857142857143,984,grid
75,339,4,0.04040404040404041,4,0.04040404040404041,922.4531494649142,0.0950786589842212,0.1767857142857143,984,grid
76,344,4,0.04040404040404041,4,0.04040404040404041,853.3593298858004,0.0879570531731396,0.1706896551724138,1032,grid
77,349,4,0.04040404040404041,4,0.04040404040404041,712.0366551748906,0.07339070863480629,0.1596774193548387,1128,grid
78,354,4,0.04040404040404041,4,0.04040404040404041,492.03853515765275,0.050715165446057794,0.14558823529411766,1272,grid
79,359,3,0.030303030303030304,3,0.030303030303030304,182.1242350786468,0.018771823858858665,0.13026315789473683,1464,grid
80,364,3,0.030303030303030304,3,0.030303030303030304,120.86500215470804,0.012457740894115443,0.12073170731707317,1608,grid
81,367,4,0.04040404040404041,4,0.04040404040404041,346.27157221863104,0.03569074131299021,0.13378378378378378,1416,grid
82,372,4,0.04040404040404041,4,0.04040404040404041,492.0385351576528,0.0507151654460578,0.14558823529411766,1272,grid
83,377,4,0.04040404040404041,4,0.04040404040404041,579.8192253824606,0.05976285563620496,0.1546875,1176,grid
84,382,4,0.04040404040404041,4,0.04040404040404041,621.1247127055951,0.06402027547985932,0.1596774193548387,1128,grid
85,387,4,0.04040404040404041,4,0.04040404040404041,621.1247127055949,0.06402027547985929,0.1596774193548387,1128,grid
86,392,4,0.04040404040404041,4,0.04040404040404041,579.8192253824606,0.05976285563620496,0.1546875,1176,grid
87,397,4,0.04040404040404041,4,0.04040404040404041,492.03853515765275,0.050715165446057794,0.14558823529411766,1272,grid
88,402,4,0.04040404040404041,4,0.04040404040404041,346.271572218631,0.0356907413129902,0.13378378378378378,1416,grid
89,407,3,0.030303030303030304,3,0.030303030303030304,120.86500215470805,0.012457740894115445,0.12073170731707317,1608,grid
90,412,2,0.020202020202020204,2,0.020202020202020204,8.871478847949435,0.0009143969127962723,0.11,1800,grid
91,415,3,0.030303030303030304,3,0.030303030303030304,120.86500215470804,0.012457740894115443,0.12073170731707317,1608,grid
92,420,3,0.030303030303030304,3,0.030303030303030304,182.12423507864685,0.01877182385885867,0.13026315789473683,1464,grid
93,425,3,0.030303030303030304,3,0.030303030303030304,215.08916002298352,0.022169569163366678,0.1375,1368,grid
94,430,3,0.030303030303030304,3,0.030303030303030304,229.60964770523597,0.023666218068979176,0.14142857142857143,1320,grid
95,435,3,0.030303030303030304,3,0.030303030303030304,229.60964770523597,0.023666218068979176,0.14142857142857143,1320,grid
96,440,3,0.030303030303030304,3,0.030303030303030304,215.08916002298355,0.02216956916336668,0.1375,1368,grid
97,445,3,0.030303030303030304,3,0.030303030303030304,182.12423507864685,0.01877182385885867,0.13026315789473683,1464,grid
98,450,3,0.030303030303030304,3,0.030303030303030304,120.865002154708,0.012457740894115438,0.12073170731707317,1608,grid
99,455,2,0.020202020202020204,2,0.020202020202020204,8.871478847949437,0.0009143969127962725,0.11,1800,grid
